timestamp,gpu_index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw
2026-08-18T20:38:15+00:00,0,81,8593,12282,72,158.22
2026-08-18T20:38:20+00:00,0,82,8593,12282,73,160.66
2026-08-18T20:38:26+00:00,0,41,7261,12282,65,130.28
2026-08-18T20:38:31+00:00,0,88,9127,12282,73,160.46
2026-08-18T20:38:36+00:00,0,85,9127,12282,71,161.15
2026-08-18T20:38:41+00:00,0,83,9129,12282,70,162.73
2026-08-18T20:38:46+00:00,0,77,9129,12282,73,161.16
2026-08-18T20:38:51+00:00,0,87,9129,12282,74,160.98
2026-08-18T20:38:56+00:00,0,29,4141,12282,65,132.86
2026-08-18T20:39:01+00:00,0,81,8689,12282,71,157.36
2026-08-18T20:39:06+00:00,0,81,8689,12282,72,160.81
2026-08-18T20:39:11+00:00,0,86,8689,12282,69,161.17
2026-08-18T20:39:16+00:00,0,94,8689,12282,72,161.01
2026-08-18T20:39:21+00:00,0,83,10209,12282,72,163.55
2026-08-18T20:39:26+00:00,0,94,10209,12282,73,160.78
2026-08-18T20:39:31+00:00,0,83,7329,12282,70,110.70
2026-08-18T20:39:36+00:00,0,77,9889,12282,73,158.41
2026-08-18T20:39:41+00:00,0,98,11467,12282,71,159.85
2026-08-18T20:39:46+00:00,0,85,11467,12282,71,160.59
2026-08-18T20:39:51+00:00,0,83,11467,12282,73,160.51
2026-08-18T20:39:56+00:00,0,89,11861,12282,74,160.47
2026-08-18T20:40:01+00:00,0,38,7272,12282,71,130.42
2026-08-18T20:40:07+00:00,0,84,9600,12282,72,160.03
2026-08-18T20:40:12+00:00,0,85,11162,12282,72,158.96
2026-08-18T20:40:17+00:00,0,81,11162,12282,73,159.61
2026-08-18T20:40:22+00:00,0,80,11162,12282,73,159.91
2026-08-18T20:40:27+00:00,0,82,11162,12282,71,162.03
2026-08-18T20:40:32+00:00,0,0,3124,12282,63,148.81
2026-08-18T20:40:37+00:00,0,89,9262,12282,72,158.35
2026-08-18T20:40:42+00:00,0,74,9262,12282,73,157.36
2026-08-18T20:40:47+00:00,0,83,9262,12282,72,160.77
2026-08-18T20:40:52+00:00,0,79,9678,12282,73,159.76
2026-08-18T20:40:57+00:00,0,81,10124,12282,73,162.07
2026-08-18T20:41:02+00:00,0,84,10654,12282,74,158.42
2026-08-18T20:41:07+00:00,0,70,7384,12282,66,80.49
2026-08-18T20:41:12+00:00,0,83,9552,12282,70,160.30
2026-08-18T20:41:17+00:00,0,89,9552,12282,72,162.87
2026-08-18T20:41:22+00:00,0,76,9552,12282,73,160.85
2026-08-18T20:41:27+00:00,0,89,9552,12282,73,159.85
2026-08-18T20:41:32+00:00,0,82,9552,12282,71,158.99
2026-08-18T20:41:37+00:00,0,2,7290,12282,61,103.20
2026-08-18T20:41:43+00:00,0,74,9402,12282,70,157.46
2026-08-18T20:41:48+00:00,0,80,9402,12282,72,163.43
2026-08-18T20:41:53+00:00,0,85,10424,12282,74,161.70
2026-08-18T20:41:58+00:00,0,85,10424,12282,74,161.01
2026-08-18T20:42:03+00:00,0,82,10424,12282,73,159.98
2026-08-18T20:42:08+00:00,0,78,7244,12282,68,129.81
2026-08-18T20:42:13+00:00,0,82,8418,12282,72,161.19
2026-08-18T20:42:18+00:00,0,94,9312,12282,73,163.46
2026-08-18T20:42:23+00:00,0,84,9996,12282,70,162.34
2026-08-18T20:42:28+00:00,0,89,9996,12282,73,163.04
2026-08-18T20:42:33+00:00,0,75,10956,12282,72,158.31
2026-08-18T20:42:38+00:00,0,37,3122,12282,63,138.77
2026-08-18T20:42:43+00:00,0,96,7958,12282,72,157.96
2026-08-18T20:42:48+00:00,0,86,10054,12282,71,163.31
2026-08-18T20:42:53+00:00,0,80,10054,12282,71,161.34
2026-08-18T20:42:58+00:00,0,76,10876,12282,69,159.45
2026-08-18T20:43:03+00:00,0,90,10876,12282,73,159.94
2026-08-18T20:43:08+00:00,0,89,10876,12282,73,161.40
2026-08-18T20:43:13+00:00,0,86,6538,12282,68,77.29
2026-08-18T20:43:19+00:00,0,95,9086,12282,73,162.01
2026-08-18T20:43:24+00:00,0,82,9086,12282,72,159.84
2026-08-18T20:43:29+00:00,0,85,9086,12282,73,160.14
2026-08-18T20:43:34+00:00,0,85,9086,12282,70,161.41
2026-08-18T20:43:39+00:00,0,98,9086,12282,72,162.45
2026-08-18T20:43:44+00:00,0,43,7272,12282,69,129.47
2026-08-18T20:43:49+00:00,0,83,9306,12282,72,160.44
2026-08-18T20:43:54+00:00,0,87,10248,12282,73,161.58
2026-08-18T20:43:59+00:00,0,89,11008,12282,71,161.71
2026-08-18T20:44:04+00:00,0,77,11008,12282,73,161.58
2026-08-18T20:44:09+00:00,0,83,11008,12282,70,161.72
2026-08-18T20:44:14+00:00,0,41,7272,12282,67,117.19
2026-08-18T20:44:19+00:00,0,98,8372,12282,69,161.09
2026-08-18T20:44:24+00:00,0,79,9684,12282,72,159.83
2026-08-18T20:44:29+00:00,0,89,9684,12282,73,160.67
2026-08-18T20:44:34+00:00,0,78,10158,12282,70,159.68
2026-08-18T20:44:39+00:00,0,98,10749,12282,71,162.23
2026-08-18T20:44:44+00:00,0,83,10749,12282,74,158.90
2026-08-18T20:44:49+00:00,0,98,9705,12282,71,158.40
2026-08-18T20:44:54+00:00,0,82,9705,12282,73,159.68
2026-08-18T20:44:59+00:00,0,98,9705,12282,71,162.04
2026-08-18T20:45:05+00:00,0,94,9705,12282,71,161.99
2026-08-18T20:45:10+00:00,0,96,9707,12282,72,160.97
2026-08-18T20:45:15+00:00,0,86,11007,12282,71,159.57
2026-08-18T20:45:20+00:00,0,94,8015,12282,68,101.27
2026-08-18T20:45:25+00:00,0,82,8015,12282,70,161.79
2026-08-18T20:45:30+00:00,0,85,8015,12282,72,161.96
2026-08-18T20:45:35+00:00,0,98,8015,12282,71,161.65
2026-08-18T20:45:40+00:00,0,80,11405,12282,73,159.88
2026-08-18T20:45:45+00:00,0,83,11405,12282,70,161.47
2026-08-18T20:45:50+00:00,0,2,7301,12282,61,108.00
2026-08-18T20:45:55+00:00,0,87,8601,12282,73,162.66
2026-08-18T20:46:00+00:00,0,90,9023,12282,74,159.59
2026-08-18T20:46:05+00:00,0,97,9023,12282,74,163.29
2026-08-18T20:46:10+00:00,0,86,9539,12282,74,161.20
2026-08-18T20:46:15+00:00,0,78,10969,12282,72,161.69
2026-08-18T20:46:20+00:00,0,58,7283,12282,65,129.94
2026-08-18T20:46:25+00:00,0,1,1107,12282,53,30.19
2026-08-18T20:46:30+00:00,0,2,1107,12282,50,22.53
2026-08-18T20:46:35+00:00,0,0,1107,12282,48,19.78
2026-08-18T20:46:40+00:00,0,79,8353,12282,68,151.80
2026-08-18T20:46:46+00:00,0,98,9673,12282,68,147.58
2026-08-18T20:46:51+00:00,0,84,9692,12282,73,161.06
2026-08-18T20:46:56+00:00,0,91,9692,12282,71,162.66
2026-08-18T20:47:01+00:00,0,84,9692,12282,73,163.44
2026-08-18T20:47:06+00:00,0,93,7302,12282,72,136.51
2026-08-18T20:47:11+00:00,0,86,7266,12282,70,163.99
2026-08-18T20:47:16+00:00,0,95,9416,12282,73,158.74
2026-08-18T20:47:21+00:00,0,96,9416,12282,73,162.01
2026-08-18T20:47:26+00:00,0,84,9416,12282,73,160.62
2026-08-18T20:47:31+00:00,0,78,10208,12282,72,163.01
2026-08-18T20:47:36+00:00,0,12,7320,12282,62,124.80
2026-08-18T20:47:41+00:00,0,84,9016,12282,70,164.58
2026-08-18T20:47:46+00:00,0,83,10216,12282,73,164.32
2026-08-18T20:47:51+00:00,0,87,11238,12282,73,162.60
2026-08-18T20:47:56+00:00,0,86,11238,12282,71,164.68
2026-08-18T20:48:01+00:00,0,82,11238,12282,75,163.40
2026-08-18T20:48:06+00:00,0,3,6672,12282,60,109.63
2026-08-18T20:48:11+00:00,0,82,7872,12282,71,163.29
2026-08-18T20:48:16+00:00,0,96,8920,12282,72,165.76
2026-08-18T20:48:22+00:00,0,87,8920,12282,72,163.39
2026-08-18T20:48:27+00:00,0,96,10942,12282,73,164.98
2026-08-18T20:48:32+00:00,0,87,10942,12282,71,165.52
2026-08-18T20:48:37+00:00,0,71,6802,12282,69,83.62
2026-08-18T20:48:42+00:00,0,91,9466,12282,71,161.98
2026-08-18T20:48:47+00:00,0,91,9466,12282,69,162.25
2026-08-18T20:48:52+00:00,0,79,9466,12282,73,161.12
2026-08-18T20:48:57+00:00,0,78,9466,12282,74,161.55
2026-08-18T20:49:02+00:00,0,95,9466,12282,71,163.01
2026-08-18T20:49:07+00:00,0,91,6890,12282,73,157.04
2026-08-18T20:49:12+00:00,0,78,8320,12282,74,161.02
2026-08-18T20:49:17+00:00,0,89,9238,12282,72,163.24
2026-08-18T20:49:22+00:00,0,88,9238,12282,74,165.73
2026-08-18T20:49:27+00:00,0,88,9238,12282,72,164.51
2026-08-18T20:49:32+00:00,0,88,9760,12282,73,164.02
2026-08-18T20:49:37+00:00,0,85,6856,12282,69,161.14
2026-08-18T20:49:42+00:00,0,89,8014,12282,73,160.61
2026-08-18T20:49:47+00:00,0,81,8998,12282,73,161.42
2026-08-18T20:49:52+00:00,0,95,8998,12282,73,163.84
2026-08-18T20:49:58+00:00,0,79,8998,12282,74,162.45
2026-08-18T20:50:03+00:00,0,36,3154,12282,67,135.44
2026-08-18T20:50:08+00:00,0,86,7542,12282,70,164.19
2026-08-18T20:50:13+00:00,0,85,8658,12282,74,163.68
2026-08-18T20:50:18+00:00,0,83,9908,12282,73,162.63
2026-08-18T20:50:23+00:00,0,81,10964,12282,74,163.80
2026-08-18T20:50:28+00:00,0,90,10964,12282,72,166.25
2026-08-18T20:50:33+00:00,0,31,6408,12282,67,132.34
2026-08-18T20:50:38+00:00,0,88,9622,12282,71,162.97
2026-08-18T20:50:43+00:00,0,90,9622,12282,73,162.30
2026-08-18T20:50:48+00:00,0,87,9622,12282,71,161.62
2026-08-18T20:50:53+00:00,0,84,9622,12282,71,162.33
2026-08-18T20:50:58+00:00,0,90,9622,12282,74,163.11
2026-08-18T20:51:03+00:00,0,95,7302,12282,69,123.82
2026-08-18T20:51:08+00:00,0,85,7874,12282,73,162.96
2026-08-18T20:51:13+00:00,0,92,7874,12282,72,161.40
2026-08-18T20:51:18+00:00,0,91,7874,12282,73,161.21
2026-08-18T20:51:23+00:00,0,89,8594,12282,73,163.41
2026-08-18T20:51:28+00:00,0,98,9772,12282,72,163.37
2026-08-18T20:51:34+00:00,0,62,7302,12282,71,129.99
2026-08-18T20:51:39+00:00,0,2,2302,12282,54,45.72
2026-08-18T20:51:44+00:00,0,0,1122,12282,51,29.99
