timestamp,device_label,model,imgsz,format,device,threads,elapsed_s,window_idx,frames,fps_window,lat_p50_ms,lat_p95_ms,temp_c,freq_mhz,throttled_flags
2026-08-25T10:38:00+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,158.14,121,30,24.523,40.624,41.961,66.65,2400.0,
2026-08-25T10:38:01+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,159.429,122,30,23.305,40.598,44.312,65.55,2400.0,
2026-08-25T10:38:02+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,160.747,123,30,22.803,40.509,58.641,65.55,2400.0,
2026-08-25T10:38:03+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,161.983,124,30,24.326,40.551,42.698,67.2,2400.0,
2026-08-25T10:38:05+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,163.273,125,30,23.289,40.388,66.632,67.2,2400.0,
2026-08-25T10:38:06+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,164.488,126,30,24.754,40.259,41.581,67.2,2400.0,
2026-08-25T10:38:07+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,165.819,127,30,22.578,40.34,78.17,66.1,2400.0,
2026-08-25T10:38:09+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,167.177,128,30,22.126,40.455,42.808,66.65,2400.0,
2026-08-25T10:38:10+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,168.408,129,30,24.415,40.458,43.353,66.65,2400.0,
2026-08-25T10:38:11+00:00,Raspberry Pi 5 Model B Rev 1.1,models/ncnn/yolo26n_512_ncnn_model,512,ncnn,cpu,4,169.726,130,30,22.808,40.671,43.548,66.65,2400.0,
