timestamp,gpu_index,utilization.gpu,memory.used,memory.total,temperature.gpu,power.draw
2026-08-18T21:27:13+00:00,0,84,9063,12282,73,158.87
2026-08-18T21:27:18+00:00,0,96,9063,12282,73,158.38
2026-08-18T21:27:23+00:00,0,89,9063,12282,72,159.28
2026-08-18T21:27:28+00:00,0,97,9063,12282,74,160.79
2026-08-18T21:27:33+00:00,0,23,2545,12282,69,151.57
2026-08-18T21:27:38+00:00,0,83,7595,12282,68,156.67
2026-08-18T21:27:44+00:00,0,78,8827,12282,69,158.50
2026-08-18T21:27:49+00:00,0,86,8827,12282,71,159.53
2026-08-18T21:27:54+00:00,0,81,9343,12282,71,158.07
2026-08-18T21:27:59+00:00,0,89,9343,12282,72,160.43
2026-08-18T21:28:04+00:00,0,81,3097,12282,69,159.73
2026-08-18T21:28:09+00:00,0,87,7081,12282,69,156.09
2026-08-18T21:28:14+00:00,0,97,8483,12282,71,159.36
2026-08-18T21:28:19+00:00,0,80,8483,12282,73,158.38
2026-08-18T21:28:24+00:00,0,89,8483,12282,73,159.24
2026-08-18T21:28:29+00:00,0,97,8483,12282,71,160.55
2026-08-18T21:28:34+00:00,0,80,2203,12282,72,161.02
2026-08-18T21:28:39+00:00,0,75,7441,12282,72,152.56
2026-08-18T21:28:44+00:00,0,88,7441,12282,72,159.72
2026-08-18T21:28:49+00:00,0,95,8651,12282,71,160.24
2026-08-18T21:28:54+00:00,0,90,10229,12282,69,159.86
2026-08-18T21:28:59+00:00,0,77,10229,12282,73,159.02
2026-08-18T21:29:04+00:00,0,48,3075,12282,64,154.26
2026-08-18T21:29:10+00:00,0,86,8131,12282,72,159.33
2026-08-18T21:29:15+00:00,0,86,9843,12282,72,157.28
2026-08-18T21:29:20+00:00,0,80,9843,12282,72,156.63
2026-08-18T21:29:25+00:00,0,83,10969,12282,72,160.40
2026-08-18T21:29:30+00:00,0,73,10969,12282,73,160.98
2026-08-18T21:29:35+00:00,0,73,10969,12282,70,160.08
2026-08-18T21:29:40+00:00,0,81,6745,12282,69,159.50
2026-08-18T21:29:45+00:00,0,82,8783,12282,72,161.14
2026-08-18T21:29:50+00:00,0,81,8905,12282,69,159.77
2026-08-18T21:29:55+00:00,0,74,9993,12282,70,157.43
2026-08-18T21:30:00+00:00,0,81,9993,12282,73,160.59
2026-08-18T21:30:05+00:00,0,86,9993,12282,72,161.73
2026-08-18T21:30:10+00:00,0,90,7355,12282,71,155.55
2026-08-18T21:30:15+00:00,0,76,8917,12282,69,159.88
2026-08-18T21:30:20+00:00,0,83,8917,12282,71,160.26
2026-08-18T21:30:25+00:00,0,77,8917,12282,70,158.66
2026-08-18T21:30:30+00:00,0,80,8917,12282,73,158.43
2026-08-18T21:30:35+00:00,0,80,8919,12282,69,160.01
2026-08-18T21:30:41+00:00,0,90,7621,12282,70,156.31
2026-08-18T21:30:46+00:00,0,94,9453,12282,72,159.39
2026-08-18T21:30:51+00:00,0,84,11591,12282,72,159.27
2026-08-18T21:30:56+00:00,0,96,11591,12282,72,160.89
2026-08-18T21:31:01+00:00,0,85,11591,12282,69,161.05
2026-08-18T21:31:06+00:00,0,89,11591,12282,72,158.91
2026-08-18T21:31:11+00:00,0,89,7737,12282,66,110.28
2026-08-18T21:31:16+00:00,0,78,7737,12282,70,159.23
2026-08-18T21:31:21+00:00,0,89,7737,12282,73,160.96
2026-08-18T21:31:26+00:00,0,86,9403,12282,72,158.70
2026-08-18T21:31:31+00:00,0,89,9403,12282,72,159.65
2026-08-18T21:31:36+00:00,0,89,9403,12282,72,160.97
2026-08-18T21:31:41+00:00,0,77,7335,12282,68,116.91
2026-08-18T21:31:46+00:00,0,81,9039,12282,71,156.30
2026-08-18T21:31:51+00:00,0,90,9039,12282,72,160.63
2026-08-18T21:31:56+00:00,0,86,9039,12282,70,160.28
2026-08-18T21:32:01+00:00,0,80,10021,12282,73,160.87
2026-08-18T21:32:06+00:00,0,85,10021,12282,70,160.26
2026-08-18T21:32:11+00:00,0,74,6667,12282,72,155.18
2026-08-18T21:32:16+00:00,0,83,8201,12282,72,160.06
2026-08-18T21:32:22+00:00,0,82,8203,12282,73,159.46
2026-08-18T21:32:27+00:00,0,84,8203,12282,71,160.27
2026-08-18T21:32:32+00:00,0,86,8715,12282,70,158.23
2026-08-18T21:32:37+00:00,0,74,8715,12282,73,159.95
2026-08-18T21:32:42+00:00,0,79,6587,12282,70,115.90
2026-08-18T21:32:47+00:00,0,84,7993,12282,72,160.39
2026-08-18T21:32:52+00:00,0,84,8863,12282,72,160.64
2026-08-18T21:32:57+00:00,0,74,8865,12282,70,159.41
2026-08-18T21:33:02+00:00,0,80,9661,12282,73,154.47
2026-08-18T21:33:07+00:00,0,86,10201,12282,71,159.41
2026-08-18T21:33:12+00:00,0,86,6365,12282,70,133.29
2026-08-18T21:33:17+00:00,0,88,8507,12282,72,158.04
2026-08-18T21:33:22+00:00,0,83,8507,12282,72,157.70
2026-08-18T21:33:27+00:00,0,94,9895,12282,70,157.09
2026-08-18T21:33:32+00:00,0,84,9895,12282,72,158.52
2026-08-18T21:33:37+00:00,0,95,11855,12282,71,157.53
2026-08-18T21:33:42+00:00,0,76,6255,12282,62,61.46
2026-08-18T21:33:47+00:00,0,92,8671,12282,68,160.14
2026-08-18T21:33:52+00:00,0,98,10687,12282,71,160.89
2026-08-18T21:33:57+00:00,0,75,10687,12282,73,157.91
2026-08-18T21:34:02+00:00,0,75,10687,12282,73,158.61
2026-08-18T21:34:08+00:00,0,83,10687,12282,74,160.51
2026-08-18T21:34:13+00:00,0,86,6635,12282,64,71.14
2026-08-18T21:34:18+00:00,0,70,8123,12282,72,157.56
2026-08-18T21:34:23+00:00,0,81,8123,12282,72,159.37
2026-08-18T21:34:28+00:00,0,79,8123,12282,71,158.25
2026-08-18T21:34:33+00:00,0,86,8125,12282,71,159.57
2026-08-18T21:34:38+00:00,0,78,8125,12282,71,159.90
